"hotelid","cityid","starclass","nbrooms","amenities","reviews","pageurl","rank","prices","direction","lat","lon","partition_0","process_date"
"2080056","312741","4,5","130","Estacionamiento privado pagado en el predio,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Bar/Salón,Alquiler de bicicletas,Equipo para niños para jugar al aire libre,Alquiler de autos,Centro de negocios con acceso a Internet,Garaje de estacionamientos,Estacionamiento,Internet gratuito,Wifi,Wifi público,Internet,Cafetería,Restaurante,Desayuno disponible,Desayuno tipo bufé,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Terraza en la azotea,Almacenamiento de equipaje,Conserje,Cambio de divisas,Hotel para no fumadores,Terraza solárium,Recepción disponible las 24 horas,Check-in y check-out exprés,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitaciones para no fumadores,Suites,Habitaciones para familias,Habitaciones insonorizadas,Aire acondicionado,Chimenea,Minibar,TV pantalla plana,Servicio a la habitación,Caja fuerte","1.058 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d2080056-Reviews-Scala_Hotel_Buenos_Aires_by_Cambremon-Buenos_Aires_Capital_Federal_District.html","N.º 68","$49.409,$51.316,$42.864","Bernardo de Irigoyen 740, Buenos Aires C1072AAP Argentina, Buenos aires","-34.616931317790986","-58.38029824548448","Buenos_aires","2020-01-12"
"2209147","312741","4,0","57","Estacionamiento privado pagado en el predio,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Salas de reuniones,Fax/Fotocopiadora,Masaje,Estacionamiento,Internet gratuito,Wifi,Internet,Toallas para la piscina/playa,Piscina en la terraza,Piscina al aire libre,Cafetería,Desayuno tipo bufé,Salón de belleza,Almacenamiento de equipaje,Conserje,Cambio de divisas,Periódico,Hotel para no fumadores,Terraza solárium,Sombrillas,Check-in las 24 horas,Recepción disponible las 24 horas,Servicio de lavandería,Habitaciones insonorizadas,Aire acondicionado,Baño adicional,Escritorio,Servicio a la habitación,Minibar,TV pantalla plana,Bañera/Ducha,Caja fuerte,Teléfono,Servicio de despertador/Reloj despertador,Productos de tocador de cortesía,Secador de pelo,Habitaciones para no fumadores,Habitaciones para familias","649 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d2209147-Reviews-Hotel_Bys_Palermo-Buenos_Aires_Capital_Federal_District.html","N.º 92","$53.660,$53.595,$46.366","Calle Francisco Acuna de Figueroa 1263, Buenos Aires C1180AAW Argentina, Buenos aires","-34.59696031779098","-58.421588327918535","Buenos_aires","2020-01-12"
"5488896","312741","4,0","65","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Desayuno disponible,Cadenas de televisión para niños,Almacenamiento de equipaje,Hotel para no fumadores,Recepción disponible las 24 horas,Servicio de lavandería,Wifi,Wifi público,Internet,Desayuno tipo bufé,Aire acondicionado,Caja fuerte,Teléfono,Microondas,Minibar,Refrigerador,TV pantalla plana,Habitaciones para no fumadores","997 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d5488896-Reviews-Cyan_Recoleta_Hotel-Buenos_Aires_Capital_Federal_District.html","N.º 82","$59.937,$59.602,$49.389","Calle Junin 1743, Buenos Aires C1113AAS Argentina, Buenos aires","-34.58886417346644","-58.392657775463114","Buenos_aires","2020-01-12"
"612718","312741","4,0","18","Estacionamiento privado pagado en el predio,Internet de alta velocidad gratuito (WiFi),Desayuno en la habitación,Alquiler de autos,Fax/Fotocopiadora,Almacenamiento de equipaje,Conserje,Recepción disponible las 24 horas,Internet gratuito,Wifi,Wifi público,Internet,Hotel para no fumadores,Check-in y check-out privado,Servicio de lavandería,Servicio de planchado,Habitaciones insonorizadas,Aire acondicionado,Caja fuerte,Kitchenette,Microondas,Refrigerador,TV pantalla plana,Suite nupcial,Habitaciones para no fumadores,Suites","463 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d612718-Reviews-Art_Suites-Buenos_Aires_Capital_Federal_District.html","N.º 87","N,A","Azcuénaga 1465, Buenos Aires C1115AAM Argentina, Buenos aires","-34.59198306633389","-58.398375855675454","Buenos_aires","2020-01-12"
"302505","312741","4,0","49","Estacionamiento,Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Alquiler de autos,Fax/Fotocopiadora,Almacenamiento de equipaje,Conserje,Recepción disponible las 24 horas,Internet gratuito,Wifi,Internet,Desayuno tipo bufé,Desayuno en la habitación,Hotel para no fumadores,Limpieza en seco,Servicio de lavandería,Habitaciones insonorizadas,Aire acondicionado,Minibar,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","554 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d302505-Reviews-Esplendor_by_Wyndham_Buenos_Aires_Plaza_Francia-Buenos_Aires_Capital_Federal_District.html","N.º 109","$69.506,$69.176,$68.876","E. Schiaffino 2189 Esq. Av. Del Libertador Recoleta, Buenos Aires 112 9A CC Argentina, Buenos aires","-34.5855512828207","-58.38885888481735","Buenos_aires","2020-01-12"
"1732676","312741","4,0","108","Estacionamiento,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Bar/Salón,Alquiler de bicicletas,Guardería,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Internet gratuito,Wifi,Internet,Sauna,Restaurante,Desayuno tipo bufé,Servicio de taxi,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Masaje,Seguridad las 24 horas,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Check-in las 24 horas,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Habitaciones insonorizadas,Escritorio,Chimenea,Servicio de limpieza,Servicio a la habitación,Minibar,TV pantalla plana,Bañera/Ducha,Caja fuerte,Teléfono,Caja de seguridad para computadora portátil,Productos de tocador de cortesía,Secador de pelo,Habitaciones para no fumadores,Suites","1.106 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d1732676-Reviews-NH_Buenos_Aires_Tango-Buenos_Aires_Capital_Federal_District.html","N.º 74","N,A","Calle Cerrito 550, Buenos Aires C1010AAL Argentina, Buenos aires","-34.601914791563274","-58.38236318901834","Buenos_aires","2020-01-12"
"3606369","312741","4,0","44","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Wifi público,Internet,Desayuno disponible,Conserje,Hotel para no fumadores,Aire acondicionado,Balcón privado,Microondas,Refrigerador,TV pantalla plana,Habitaciones para no fumadores","875 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d3606369-Reviews-San_Diego_Recoleta_Apartments-Buenos_Aires_Capital_Federal_District.html","N.º 96","N,A","Rodriguez Peña 1158, Buenos Aires 1020ADX Argentina, Buenos aires","-34.59530104884875","-58.3920319664147","Buenos_aires","2020-01-12"
"306913","312741","4,0","162","Estacionamiento público pagado en el predio,Internet de alta velocidad gratuito (WiFi),Sauna,Bar/Salón,Alquiler de bicicletas,Alquiler de autos,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Garaje de estacionamientos,Internet gratuito,Wifi,Wifi público,Internet,Restaurante,Desayuno tipo bufé,Desayuno en la habitación,Bar de aperitivos,Fax/Fotocopiadora,Almacenamiento de equipaje,Conserje,Periódico,Hotel para no fumadores,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitaciones insonorizadas,Chimenea,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Minibar,TV pantalla plana,Habitaciones para no fumadores,Suites","656 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d306913-Reviews-NH_Buenos_Aires_Florida-Buenos_Aires_Capital_Federal_District.html","N.º 108","N,A","Calle San Martín 839, Buenos Aires C1004AAQ Argentina, Buenos aires","-34.59808473105776","-58.37420682209015","Buenos_aires","2020-01-12"
"1811303","312741","4,5","62","Estacionamiento,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Desayuno gratis,Centro de negocios con acceso a Internet,Salas de reuniones,Conserje,Hotel para no fumadores,Internet gratuito,Wifi,Internet,Sauna,Desayuno tipo bufé,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Lavandería de autoservicio,Habitaciones para no fumadores,Suites,Habitaciones insonorizadas,Aire acondicionado,Escritorio,Máquina de café/té,TV pantalla plana,Bañera/Ducha,Habitaciones para familias,Balcón privado,Caja fuerte,Comedor separado,Teléfono,Caja de seguridad para computadora portátil,Microondas,Minibar,Refrigerador,Secador de pelo","1.206 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d1811303-Reviews-Icaro_Suites-Buenos_Aires_Capital_Federal_District.html","N.º 52","$50.726,$50.726,$51.003","Calle Montevideo 229, Buenos Aires C1019ABE Argentina, Buenos aires","-34.606321910352584","-58.38929515445209","Buenos_aires","2020-01-12"
"1006745","312741","4,0","74","Estacionamiento privado pagado cercano,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Desayuno disponible,Centro de negocios con acceso a Internet,Salas de reuniones,Almacenamiento de equipaje,Conserje,Garaje de estacionamientos,Internet gratuito,Wifi,Internet,Desayuno tipo bufé,Fax/Fotocopiadora,Hotel para no fumadores,Recepción disponible las 24 horas,Servicio de lavandería,Servicio de planchado,Habitaciones insonorizadas,Aire acondicionado,Servicio de limpieza,Balcón privado,Servicio a la habitación,Caja fuerte,Minibar,TV pantalla plana,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias,Habitaciones para fumadores disponibles","1.215 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d1006745-Reviews-Park_Silver_Obelisco-Buenos_Aires_Capital_Federal_District.html","N.º 95","N,A","Calle Cerrito 330, Buenos Aires C1010AAH Argentina, Buenos aires","-34.60470361809683","-58.38221224340701","Buenos_aires","2020-01-12"
"640846","312741","4,0","96","Estacionamiento,Internet de alta velocidad gratuito (WiFi),Bar/Salón,Servicio de taxi,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Masaje,Seguridad las 24 horas,Internet gratuito,Wifi,Wifi público,Internet,Restaurante,Desayuno tipo bufé,Salón de banquetes,Salas de reuniones,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Check-in las 24 horas,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Minibar,TV pantalla plana,Bañera/Ducha,Secador de pelo,Habitaciones para no fumadores,Suites","1.475 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d640846-Reviews-NH_Collection_Buenos_Aires_Crillon-Buenos_Aires_Capital_Federal_District.html","N.º 110","N,A","Av. Santa Fe 796, Buenos Aires C1059AB0 Argentina, Buenos aires","-34.59510030336426","-58.3782858702464","Buenos_aires","2020-01-12"
"455753","312741","4,0","99","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Toallas para la piscina/playa,Desayuno gratis,Alquiler de autos,Salas de reuniones,Solárium,Almacenamiento de equipaje,Estacionamiento privado pagado cercano,Garaje de estacionamientos,Internet gratuito,Wifi,Wifi público,Internet,Bar/Salón,Cafetería,Desayuno tipo bufé,Desayuno en la habitación,Bar de aperitivos,Máquina expendedora,Conserje,Cambio de divisas,Hotel para no fumadores,Reposeras/Sillas playeras,Terraza solárium,Recepción disponible las 24 horas,Servicio de lavandería,Servicio de planchado,Habitaciones insonorizadas,Aire acondicionado,Servicio de limpieza,Caja fuerte,Minibar,TV pantalla plana,Habitaciones para no fumadores,Suites","365 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d455753-Reviews-Principado_Downtown-Buenos_Aires_Capital_Federal_District.html","N.º 85","$46.000,$52.808,$36.347","Paraguay 481 entre Reconquista y San Martín, Buenos Aires C1057AAC Argentina, Buenos aires","-36.285137999999996","-62.5452885","Buenos_aires","2020-01-12"
"306764","312741","4,5","84","Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Bar/Salón,Alquiler de bicicletas,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Salas de reuniones,Conserje,Internet gratuito,Wifi,Wifi público,Internet,Cafetería,Restaurante,Desayuno disponible,Desayuno tipo bufé,Servicio de taxi,Hotel para no fumadores,Check-in las 24 horas,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Aire acondicionado,Escritorio,Chimenea,Servicio de limpieza,Máquina de café/té,Minibar,TV pantalla plana,Bañera/Ducha,Servicio a la habitación,Caja fuerte,Teléfono,Botellas de agua,Estante para la ropa,Baños privados,Servicio de despertador/Reloj despertador,Pava eléctrica,Productos de tocador de cortesía,Secador de pelo,Vista a la ciudad,Habitaciones para no fumadores,Suites,Habitaciones para familias","1.167 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d306764-Reviews-NH_Collection_Buenos_Aires_Jousten-Buenos_Aires_Capital_Federal_District.html","N.º 43","$72.440,$66.190,$76.425","Avda. Corrientes, 280, Buenos Aires C1043AAP Argentina, Buenos aires","-34.603155","-58.3708905","Buenos_aires","2020-01-12"
"1027405","312741","4,0","16","Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Salas de reuniones,Almacenamiento de equipaje,Conserje,Internet gratuito,Wifi,Wifi público,Internet,Toallas para la piscina/playa,Piscina cubierta,Piscina al aire libre,Valla alrededor de la piscina,Restaurante,Desayuno tipo bufé,Servicio de taxi,Cambio de divisas,Hotel para no fumadores,Check-in las 24 horas,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Cortinas blackout,Aire acondicionado,Servicio de limpieza,Habitaciones interconectadas disponibles,Servicio a la habitación,Minibar,TV por cable/satélite,Bidé,Caja fuerte,Teléfono,Baños privados,Servicio de despertador/Reloj despertador,TV pantalla plana,Productos de tocador de cortesía,Secador de pelo,Habitaciones para no fumadores,Habitaciones para familias","280 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d1027405-Reviews-Ribera_Sur_Hotel-Buenos_Aires_Capital_Federal_District.html","N.º 76","$48.620,$56.885,$42.502","Avenida Paseo Colon 1145 Entre Humberto Primo y Av. San Juan, Buenos Aires C1063ACL Argentina, Buenos aires","-34.62098679739165","-58.36842307966409","Buenos_aires","2020-01-12"
"2492772","312741","4,0","12","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Desayuno gratis,Bar/Salón,Centro de negocios con acceso a Internet,Terraza en la azotea,Conserje,Servicio de lavandería,Wifi,Wifi público,Internet,Desayuno disponible,Desayuno tipo bufé,Hotel para no fumadores,Aire acondicionado,Minibar,TV pantalla plana,Habitaciones para no fumadores,Suites","289 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d2492772-Reviews-San_Telmo_Luxury_Suites-Buenos_Aires_Capital_Federal_District.html","N.º 99","N,A","Calle Chile 437 San Telmo, Buenos Aires 1019 Argentina, Buenos aires","-34.6160099744647","-58.372319974464745","Buenos_aires","2020-01-12"
"1595785","312741","4,5","175","Garaje de estacionamientos,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Los niños se alojan gratis,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Internet gratuito,Wifi,Internet por cable gratuito en el centro de negocios,Internet,Toallas para la piscina/playa,Piscina en la terraza,Piscina con vista,Piscina al aire libre,Valla alrededor de la piscina,Vestuarios de gimnasio/spa,Sauna,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Bar de aperitivos,Menús para dietas especiales,Vino/Champagne,Salón de banquetes,Salas de reuniones,Solárium,Terraza en la azotea,Seguridad las 24 horas,Almacenamiento de equipaje,Conserje,Cambio de divisas,Hotel para no fumadores,Muebles de exterior,Solárium,Reposeras/Sillas playeras,Terraza solárium,Servicio de mayordomo,Paraguas,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Cortinas blackout,Batas de baño,Aire acondicionado,Escritorio,Servicio de limpieza,Minibar,TV por cable/satélite,Bidé,Habitaciones interconectadas disponibles,Servicio a la habitación,Caja fuerte,Teléfono,Guardarropa/Ropero,Estante para la ropa,Baños privados,Piso de azulejos/mármol,TV pantalla plana,Ducha a ras de suelo,Productos de tocador de cortesía,Secador de pelo,Vista a la ciudad,Habitaciones para no fumadores,Suites","1.806 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d1595785-Reviews-NH_Buenos_Aires_9_de_Julio-Buenos_Aires_Capital_Federal_District.html","N.º 77","N,A","Av. Cerrito 154 Av. Cerrito 156, Buenos Aires C1010AAD Argentina, Buenos aires","-34.60671120483005","-58.3821031851232","Buenos_aires","2020-01-12"
"5777063","312741","4,5","22","Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Cafetería,Cadenas de televisión para niños,Salón de belleza,Almacenamiento de equipaje,Conserje,Internet gratuito,Wifi,Internet,Piscina cubierta,Sauna,Desayuno tipo bufé,Cambio de divisas,Hotel para no fumadores,Sala de estar o con TV compartida,Recepción disponible las 24 horas,Check-in y check-out exprés,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Balcón privado,Caja fuerte,Kitchenette,Microondas,TV pantalla plana,Productos de tocador de cortesía,Refrigerador,Habitaciones para no fumadores,Suites,Habitaciones para familias","303 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d5777063-Reviews-Alta_Piazza-Buenos_Aires_Capital_Federal_District.html","N.º 64","N,A","Jose l. Pagano 2634, Buenos Aires C1425AOB Argentina, Buenos aires","-34.584185430751916","-58.399419661809674","Buenos_aires","2020-01-12"
"2249761","312741","5,0","4","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Wifi público,Internet,Desayuno gratis,Máquina expendedora,Hotel para no fumadores,Servicio de limpieza,Bañera/Ducha,Productos de tocador de cortesía,Secador de pelo,Habitaciones para no fumadores,Habitaciones para familias","241 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d2249761-Reviews-La_Querencia_de_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html","N.º 3","N,A","Calle Carlos Calvo 1328 Cp 1102, Buenos Aires C1102ABB Argentina, Buenos aires","-34.61985551096427","-58.384790161809676","Buenos_aires","2020-01-12"
"13961733","312741","4,5","192","Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Gimnasio / Sala de entrenamiento,Desayuno gratis,Actividades infantiles (Ideal para niños / familias),Centro de negocios con acceso a Internet,Spa,Conserje,Internet gratuito,Internet,Piscina al aire libre,Bar/Salón,Restaurante,Desayuno tipo bufé,Hotel para no fumadores,Servicio de lavandería,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Minibar,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","175 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d13961733-Reviews-Grand_Brizo_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html","N.º 28","$72.188,$72.102,$68.777","Calle Cerrito 180, Buenos Aires C1010AAD Argentina, Buenos aires","-34.60634220483005","-58.38212215958798","Buenos_aires","2020-01-12"
"306671","312741","4,0","115","Estacionamiento público pagado en el predio,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Solárium,Internet gratuito,Wifi,Internet,Piscina en la terraza,Piscina al aire libre,Sauna,Bar/Salón,Desayuno tipo bufé,Desayuno en la habitación,Salón de banquetes,Salas de reuniones,Terraza en la azotea,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Terraza solárium,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitación libre de alérgenos,Habitaciones insonorizadas,Aire acondicionado,Balcón privado,Servicio a la habitación,Caja fuerte,Minibar,TV pantalla plana,Habitaciones para no fumadores","631 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d306671-Reviews-Feirs_Park_Hotel-Buenos_Aires_Capital_Federal_District.html","N.º 102","$95.849,$68.441,$64.048","Esmeralda 1366, Buenos Aires 1007ABT Argentina, Buenos aires","-34.59179177185643","-58.37826694255291","Buenos_aires","2020-01-12"
"9980484","312741","4,5","133","Estacionamiento,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Alquiler de autos,Salas de reuniones,Fax/Fotocopiadora,Internet gratuito,Wifi,Wifi público,Internet,Piscina en la terraza,Piscina al aire libre,Bar/Salón,Desayuno tipo bufé,Desayuno en la habitación,Masaje,Terraza en la azotea,Almacenamiento de equipaje,Conserje,Periódico,Hotel para no fumadores,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Servicio de lustrado de zapatos,Habitaciones insonorizadas,Aire acondicionado,Servicio de limpieza,Balcón privado,Servicio a la habitación,Minibar,Refrigerador,TV pantalla plana,Caja fuerte,Suite nupcial,Habitaciones para no fumadores,Suites","914 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d9980484-Reviews-Dazzler_by_Wyndham_Buenos_Aires_Polo-Buenos_Aires_Capital_Federal_District.html","N.º 36","$83.999,$83.320,$62.655","Sinclair 2929 Palermo, Buenos Aires C1425FRA Argentina, Buenos aires","-34.57597035858965","-58.42397956702638","Buenos_aires","2020-01-12"
"302507","312741","4,0","38","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Transporte al aeropuerto,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Recepción disponible las 24 horas,Wifi público,Internet,Aire acondicionado,Teléfono,Minibar,Refrigerador,TV pantalla plana,Habitaciones para no fumadores","357 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d302507-Reviews-Up_Recoleta_Hotel-Buenos_Aires_Capital_Federal_District.html","N.º 66","N,A","Calle Pagano 2684 Capital Federal, Buenos Aires C1425AOB Argentina, Buenos aires","-34.583898489035725","-58.39974816180968","Buenos_aires","2020-01-12"
"15214973","312741","4,5","113","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Actividades infantiles (Ideal para niños / familias),Centro de negocios con acceso a Internet,Salas de reuniones,Internet gratuito,Internet,Bañera de hidromasaje,Restaurante,Desayuno tipo bufé,Spa,Conserje,Limpieza en seco,Servicio de lavandería,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Teléfono,Caja de seguridad para computadora portátil,Minibar,TV pantalla plana,Habitaciones para no fumadores,Suites","146 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d15214973-Reviews-Palladio_Hotel_Buenos_Aires_MGallery-Buenos_Aires_Capital_Federal_District.html","N.º 12","N,A","Avenida Callao 924, Buenos Aires C1023AAP Argentina, Buenos aires","-34.59836130030584","-58.393101970309836","Buenos_aires","2020-01-12"
"306891","312741","4,5","417","Garaje de estacionamientos,Internet gratuito,Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Estacionamiento,Wifi,Wifi público,Wifi con cargo adicional,Internet,Piscina en la terraza,Piscina al aire libre,Piscina climatizada,Sauna,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Bufé apto para niños,Bar en la terraza,Alquiler de autos,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Spa,Masaje de cuerpo completo,Masaje,Salón de belleza,Terraza en la azotea,Almacenamiento de equipaje,Conserje,Tienda de regalos,Hotel para no fumadores,Terraza solárium,Cajero automático en el lugar,Portero,Check-in las 24 horas,Recepción disponible las 24 horas,Check-in y check-out exprés,Check-in y check-out privado,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Minibar,Refrigerador,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","4.240 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d306891-Reviews-Hilton_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html","N.º 55","N,A","Av. Macacha Guemes 351 Puerto Madero, Buenos Aires C1106BKG Argentina, Buenos aires","-34.6053198680438","-58.3641746263287","Buenos_aires","2020-01-12"
"634119","312741","4,0","25","Internet gratuito,Wifi público,Bar/Salón,Fax/Fotocopiadora,Terraza en la azotea,Almacenamiento de equipaje,Conserje,Recepción disponible las 24 horas,Internet,Hotel para no fumadores,Sala de estar o con TV compartida,Aire acondicionado,Servicio de limpieza,Habitaciones para no fumadores","524 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d634119-Reviews-Hotel_Costa_Rica-Buenos_Aires_Capital_Federal_District.html","N.º 103","N,A","Calle Costa Rica 4139, Buenos Aires C1176ADE Argentina, Buenos aires","-34.591558547319536","-58.421177916180966","Buenos_aires","2020-01-12"
"1396123","312741","4,5","10","Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Transporte al aeropuerto,Salas de reuniones,Fax/Fotocopiadora,Almacenamiento de equipaje,Cambio de divisas,Recepción disponible las 24 horas,Internet gratuito,Wifi,Internet,Bar/Salón,Hotel para no fumadores,Servicio de lavandería,Lavandería de autoservicio,Servicio de planchado,Aire acondicionado,Servicio a la habitación,Caja fuerte,TV pantalla plana,Bañera/Ducha,Secador de pelo,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias","635 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d1396123-Reviews-Hotel_Boutique_Raco_de_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html","N.º 27","$31.306,$31.276,$30.748","Calle Yapeyu 271, Buenos Aires C1202ACE Argentina, Buenos aires","-34.615387173466445","-58.42164476894223","Buenos_aires","2020-01-12"
"7178603","312741","4,5","59","Estacionamiento privado pagado cercano,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Desayuno gratis,Cadenas de televisión para niños,Sillitas altas disponibles,Transporte al aeropuerto,Instalaciones para conferencias,Internet gratuito,Wifi,Wifi gratuito en el centro de negocios,Internet por cable gratuito en el centro de negocios,Internet,Bar/Salón,Cafetería,Restaurante,Desayuno tipo bufé,Menús para dietas especiales,Vino/Champagne,Bar en la terraza,Servicio de taxi,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Solárium,Terraza en la azotea,Seguridad las 24 horas,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Muebles de exterior,Solárium,Reposeras/Sillas playeras,Terraza solárium,Portero,Kit de primeros auxilios,Paraguas,Check-in las 24 horas,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Servicio de lustrado de zapatos,Habitación libre de alérgenos,Cortinas blackout,Aire acondicionado,Escritorio,Servicio de limpieza,Minibar,TV por cable/satélite,Bidé,Habitaciones interconectadas disponibles,Servicio a la habitación,Caja fuerte,Sofá,Teléfono,Botellas de agua,Estante para la ropa,Baños privados,Servicio de despertador/Reloj despertador,TV pantalla plana,Radio,Ducha a ras de suelo,Bañera con hidromasaje,Productos de tocador de cortesía,Secador de pelo,Vista a la ciudad,Vista a un lugar de interés,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias","816 opiniones","https://www.tripadvisor.cl/Hotel_Review-g312741-d7178603-Reviews-Tango_de_Mayo_Hotel-Buenos_Aires_Capital_Federal_District.html","N.º 33","N,A","Avenida de Mayo 1396, Buenos Aires C1085ABQ Argentina, Buenos aires","-34.60942150375091","-58.3861079074384","Buenos_aires","2020-01-12"
